Default,checkingstatus1,duration,history,purpose,amount,savings,employ,installment,status,others,residence,property,age,otherplans,housing,cards,job,liable,tele,foreign
0,0,15,0,3,3029,0,2,2,0,0,2,0,33,0,0,1,0,1,0,0
0,1,6,0,2,428,0,1,2,1,0,1,2,49,1,0,1,0,1,1,0
1,1,18,0,1,976,0,3,1,1,0,2,0,23,0,0,1,1,1,0,0
0,2,12,0,4,841,2,2,2,1,0,4,1,23,0,1,1,1,1,0,0
0,0,30,1,0,5771,0,2,4,1,0,2,0,25,0,0,2,0,1,0,0
1,0,12,2,7,1555,4,1,4,0,0,4,3,55,0,2,2,0,2,0,0
1,1,24,0,1,1285,1,2,4,1,0,4,3,32,0,1,1,0,1,0,0
0,3,6,1,1,1299,0,0,1,0,0,1,1,74,0,0,3,3,2,0,1
1,3,15,1,0,1271,1,0,3,0,0,4,3,39,0,2,2,0,1,1,0
0,0,24,0,1,1393,0,0,2,0,1,2,1,31,0,0,1,0,1,1,0
1,1,12,1,1,691,0,1,4,0,0,3,2,35,0,0,2,0,1,0,0
0,0,15,1,1,5045,1,1,1,1,0,4,0,59,0,0,1,0,1,1,0
1,1,18,1,2,2124,0,0,4,1,0,4,1,24,0,1,2,0,1,0,0
0,1,12,0,0,2214,0,0,4,0,0,3,2,24,0,0,1,1,1,0,0
1,0,21,1,1,12680,1,1,4,0,0,4,3,30,0,2,1,2,1,1,0
0,0,24,1,1,2463,2,2,4,2,0,3,2,27,0,0,2,0,1,1,0
0,2,12,0,0,1155,0,1,3,2,1,3,1,40,1,0,2,1,1,0,0
1,1,30,0,2,3108,0,3,2,3,0,4,2,31,0,0,1,1,1,0,0
0,0,10,0,3,2901,1,3,1,1,0,4,1,31,0,1,1,0,1,0,0
0,2,12,1,2,3617,0,1,1,0,0,4,0,28,0,1,3,0,1,1,0
0,0,12,1,0,1655,0,1,2,0,0,4,1,63,0,0,2,1,1,1,0
0,1,24,0,3,2812,1,1,2,1,0,4,1,26,0,1,1,0,1,0,0
1,1,36,1,6,8065,0,0,3,1,0,2,3,25,0,0,2,2,1,1,0
0,0,21,1,3,3275,0,1,1,0,0,4,0,36,0,0,1,2,1,1,0
0,0,24,1,0,2223,2,1,4,0,0,4,2,52,1,0,2,0,1,0,0
0,3,12,1,1,1480,3,4,2,0,0,4,3,66,1,2,3,3,1,0,0
1,1,24,0,1,1371,1,0,4,1,0,4,1,25,0,1,1,0,1,0,0
0,0,36,1,1,3535,0,2,4,0,0,4,0,37,0,0,2,0,1,1,0
0,1,18,0,0,3509,0,2,4,1,1,1,1,25,0,0,1,0,1,0,0
0,0,36,1,3,5711,4,1,4,0,0,2,0,38,0,0,2,2,1,1,0
0,2,18,0,7,3872,0,4,2,1,0,4,0,67,0,0,1,0,1,1,0
1,2,39,1,0,4933,0,2,2,0,1,2,1,25,0,0,2,0,1,0,0
0,0,24,1,1,1940,4,1,4,0,0,4,1,60,0,0,1,0,1,1,0
0,2,12,4,10,1410,0,0,2,0,0,2,1,31,0,0,1,1,1,1,0
1,2,12,0,1,836,2,3,4,1,0,2,2,23,1,0,1,1,1,0,0
0,2,20,0,3,6468,1,4,1,3,0,4,1,60,0,0,1,2,1,1,0
0,2,18,0,4,1941,4,0,4,0,0,2,2,35,0,0,1,1,1,1,0
0,0,22,0,0,2675,3,1,3,0,0,4,0,40,0,0,1,0,1,0,0
0,0,48,1,3,2751,1,1,4,0,0,3,0,38,0,0,2,0,2,1,0
1,2,48,2,6,6224,0,1,4,0,0,4,3,50,0,2,1,0,1,0,0
1,1,40,1,6,5998,0,0,4,0,0,3,3,27,1,0,1,0,1,1,0
1,2,21,0,4,1188,0,1,2,1,0,4,2,39,0,0,1,0,2,0,0
0,0,24,0,3,6313,1,1,3,0,0,4,0,41,0,0,1,2,2,1,0
0,0,6,1,2,1221,1,0,1,2,0,2,2,27,0,0,2,0,1,0,0
0,3,24,0,2,2892,0,1,3,3,0,4,3,51,0,2,1,0,1,0,0
0,0,24,0,2,3062,3,1,4,0,0,3,3,32,0,1,1,0,1,1,0
0,0,9,0,2,2301,2,3,2,1,0,4,2,22,0,1,1,0,1,0,0
1,1,18,0,3,7511,1,1,1,0,0,4,2,51,0,2,1,0,2,1,0
0,0,12,1,2,1258,0,3,2,1,0,4,2,22,0,1,2,1,1,0,0
0,0,24,2,1,717,1,1,4,2,0,4,0,54,0,0,2,0,1,1,0
0,2,9,0,1,1549,1,3,4,0,0,2,1,35,0,0,1,3,1,0,0
0,0,24,1,6,1597,0,1,4,0,0,4,3,54,0,2,2,0,2,0,0
0,2,18,1,0,1795,0,1,3,1,1,4,1,48,1,1,2,1,1,1,0
0,1,20,1,2,4272,0,1,1,1,0,4,2,24,0,0,2,0,1,0,0
0,0,12,1,0,976,1,1,4,0,0,4,0,35,0,0,2,0,1,0,0
0,2,12,0,1,7472,1,4,1,1,0,2,1,24,0,1,1,3,1,0,0
1,1,36,0,1,9271,0,2,2,0,0,1,0,24,0,0,1,0,1,1,0
0,2,6,0,0,590,0,3,3,2,0,3,1,26,0,0,1,1,1,0,1
0,0,12,1,0,930,1,1,4,0,0,4,1,65,0,0,4,0,1,0,0
0,2,42,3,3,9283,0,4,1,0,0,2,3,55,1,2,1,2,1,1,0
1,2,15,4,1,1778,0,3,2,1,0,1,1,26,0,1,2,3,1,0,0
0,2,8,0,4,907,0,3,3,2,0,2,1,26,0,0,1,0,1,1,0
0,2,6,0,0,484,0,2,3,2,1,3,1,28,1,0,1,1,1,0,0
1,1,36,1,3,9629,0,2,4,0,0,4,0,24,0,0,2,0,1,1,0
1,1,48,0,8,3051,0,0,3,0,0,4,0,54,0,0,1,0,1,0,0
1,1,48,0,1,3931,0,2,4,0,0,4,3,46,0,2,1,0,2,0,0
0,2,36,2,1,7432,0,0,2,1,0,2,2,54,0,1,1,0,1,0,0
0,0,6,0,8,1338,3,0,1,3,0,4,1,62,0,0,1,0,1,0,0
0,0,6,1,0,1554,0,2,1,1,0,2,0,24,0,1,2,0,1,1,0
0,1,36,0,9,15857,0,4,2,3,2,3,0,43,0,0,1,2,1,0,0
1,1,18,0,0,1345,0,0,4,2,0,3,1,26,1,0,1,0,1,0,0
0,0,12,0,1,1101,0,0,3,2,0,2,1,27,0,0,2,0,1,1,0
0,3,12,0,0,3016,0,0,3,2,0,1,0,24,0,0,1,0,1,0,0
1,1,36,0,2,2712,0,1,2,0,0,2,2,41,1,0,1,0,2,0,0
0,1,8,1,1,731,0,1,4,0,0,4,1,47,0,0,2,1,1,0,0
0,0,18,1,2,3780,0,3,3,3,0,2,0,35,0,0,2,2,1,1,0
0,1,21,1,1,1602,0,1,4,2,0,3,0,30,0,0,2,0,1,1,0
1,1,18,1,1,3966,0,1,1,1,0,4,1,33,1,1,3,0,1,1,0
1,0,18,4,4,4165,0,0,2,0,0,2,0,36,2,0,2,0,2,0,0
1,1,36,0,3,8335,1,1,3,0,0,4,3,47,0,2,1,0,1,0,0
0,2,48,2,4,6681,1,0,4,0,0,4,3,38,0,2,1,0,2,1,0
0,0,24,2,4,2375,3,0,4,0,0,2,0,44,0,0,2,0,2,1,0
1,1,18,0,1,1216,0,3,4,1,0,3,0,23,0,1,1,0,1,1,0
1,1,45,4,4,11816,0,1,2,0,0,4,0,29,0,1,2,0,1,0,0
0,2,24,0,0,5084,1,1,2,1,0,4,0,42,0,0,1,0,1,1,0
1,3,15,0,0,2327,0,3,2,1,0,3,1,25,0,0,1,1,1,0,0
1,1,12,4,1,1082,0,0,4,0,0,4,0,48,1,0,2,0,1,0,0
0,0,12,0,0,886,1,0,4,1,0,2,0,21,0,0,1,0,1,0,0
0,0,4,0,2,601,0,3,1,1,0,3,1,23,0,1,1,1,2,0,0
0,1,24,1,3,2957,0,1,4,0,0,4,2,63,0,0,2,0,1,1,0
0,0,24,1,0,2611,0,1,4,2,2,3,1,46,0,0,2,0,1,0,0
1,1,36,0,2,5179,0,2,4,0,0,2,2,29,0,0,1,0,1,0,0
0,0,21,2,3,2993,0,0,3,0,0,2,1,28,2,0,2,1,1,0,0
1,0,18,0,7,1943,0,3,4,1,0,4,1,23,0,0,1,0,1,0,0
0,0,24,3,4,1559,0,2,4,0,0,4,0,50,1,0,1,0,1,1,0
0,0,18,0,2,3422,0,1,4,0,0,4,2,47,1,0,3,0,2,1,0
0,2,21,0,2,3976,1,2,2,0,0,3,0,35,0,0,1,0,1,1,0
1,0,18,0,1,6761,1,0,2,0,0,4,0,68,0,1,2,0,1,0,0
0,0,24,0,1,1249,0,3,4,2,0,2,1,28,0,0,1,0,1,0,0
0,1,9,0,0,1364,0,2,3,0,0,4,1,59,0,0,1,0,1,0,0
1,1,12,0,0,709,0,1,4,0,0,4,1,57,2,0,1,1,1,0,0
1,1,20,1,1,2235,0,0,4,2,1,2,2,33,1,1,2,0,1,0,1
0,0,24,1,3,4042,1,2,3,0,0,4,2,43,0,0,2,0,1,1,0
0,0,15,1,0,1471,0,0,4,0,0,4,3,35,0,2,2,0,1,1,0
1,1,18,3,1,1442,0,2,4,0,0,4,3,32,0,2,2,1,2,0,0
0,0,36,2,1,10875,0,1,2,0,0,2,0,45,0,0,2,0,2,1,0
0,0,24,0,1,1474,2,3,4,2,0,3,1,33,0,0,1,0,1,1,0
0,0,10,0,10,894,1,2,4,1,0,3,2,40,0,0,1,0,1,1,0
0,0,15,1,2,3343,0,0,4,0,0,2,3,28,0,2,1,0,1,1,0
1,1,15,0,1,3959,0,0,3,1,0,2,2,29,0,0,1,0,1,1,0
0,0,9,0,1,3577,2,0,1,0,1,2,1,26,0,1,1,0,2,0,1
0,0,24,1,3,5804,4,0,4,0,0,2,1,27,0,0,2,0,1,0,0
1,0,18,2,4,2169,0,0,4,2,0,2,0,28,0,0,1,0,1,1,0
1,1,24,0,0,2439,0,3,4,1,0,4,1,35,0,0,1,0,1,1,0
0,0,27,1,2,4526,4,3,4,0,0,2,1,32,2,0,2,1,2,1,0
1,0,10,0,2,2210,0,0,2,0,0,2,1,25,1,1,1,1,1,0,0
0,0,15,0,2,2221,3,0,2,1,0,4,0,20,0,1,1,0,1,0,0
0,1,18,0,0,2389,0,3,4,1,0,1,0,27,2,0,1,0,1,0,0
0,0,12,1,2,3331,0,1,2,0,0,4,2,42,2,0,1,0,1,0,0
0,0,36,0,4,7409,1,1,3,0,0,2,2,37,0,0,2,0,1,0,0
0,1,12,0,2,652,0,1,4,1,0,4,2,24,0,1,1,0,1,0,0
0,0,36,2,2,7678,3,2,2,1,0,4,0,40,0,0,2,0,1,1,0
0,3,6,1,1,1343,0,1,1,0,0,4,1,46,0,0,2,0,2,0,1
0,1,24,1,4,1382,2,2,4,0,0,1,1,26,0,0,2,0,1,1,0
0,0,15,0,8,874,1,3,4,1,0,1,1,24,0,0,1,0,1,0,0
0,1,12,0,2,3590,0,0,2,0,2,2,2,29,0,0,1,1,2,0,0
0,2,11,1,1,1322,4,0,4,1,0,4,0,40,0,0,2,0,1,0,0
0,1,18,3,0,1940,0,3,3,0,2,4,3,36,1,2,1,2,1,1,0
0,0,36,0,0,3595,0,1,4,0,0,2,0,28,0,0,1,0,1,0,0
1,1,9,0,1,1422,0,3,3,0,0,2,3,27,0,2,1,2,1,1,0
0,0,30,1,0,6742,1,2,2,0,0,3,2,36,0,0,2,0,1,0,0
0,0,24,0,3,7814,0,2,3,0,0,3,0,38,0,0,1,2,1,1,0
0,0,24,0,3,9277,1,0,2,3,0,4,3,48,0,2,1,0,1,1,0
0,2,30,1,1,2181,1,1,4,0,0,4,1,36,0,0,2,0,1,0,0
0,0,18,1,0,1098,0,4,4,1,0,4,0,65,0,0,2,3,1,0,0
1,2,24,0,2,4057,0,2,3,3,0,3,0,43,0,0,1,0,1,1,0
1,1,12,0,6,795,0,3,4,1,0,4,2,53,0,0,1,0,1,0,0
0,2,24,1,4,2825,1,2,4,0,0,3,3,34,0,0,2,0,2,1,0
1,2,48,0,4,15672,0,0,2,0,0,2,0,23,0,0,1,0,1,1,0
0,0,36,1,1,6614,0,1,4,0,0,4,0,34,0,0,2,2,1,1,0
0,0,28,3,3,7824,1,3,3,0,1,4,1,40,1,1,2,0,2,1,0
0,1,27,1,4,2442,0,1,4,0,0,4,0,43,2,0,4,2,2,1,0
0,0,15,1,0,1829,0,1,4,0,0,4,0,46,0,0,2,0,1,1,0
0,1,12,1,1,2171,0,0,4,0,0,4,2,38,1,0,2,1,1,0,1
0,2,36,1,3,5800,0,0,3,0,0,4,0,34,0,0,2,0,1,1,0
0,0,18,1,0,1169,1,0,4,0,0,3,2,29,0,0,2,0,1,1,0
0,0,36,2,3,8947,1,2,3,0,0,2,0,31,2,0,1,2,2,1,0
0,1,21,0,0,2606,0,3,4,1,0,4,2,28,0,1,1,2,1,1,0
0,0,12,1,2,1592,4,2,3,1,0,2,2,35,0,0,1,0,1,0,1
0,0,15,0,2,2186,1,2,1,1,0,4,1,33,1,1,1,1,1,0,0
1,1,18,0,2,4153,0,0,2,0,2,3,0,42,0,0,1,0,1,0,0
1,1,16,1,1,2625,0,1,2,0,1,4,2,43,1,1,1,0,1,1,0
0,0,20,1,1,3485,1,3,2,3,0,4,1,44,0,0,2,0,1,1,0
0,0,36,1,3,10477,1,1,2,0,0,4,3,42,0,2,2,0,1,0,0
0,0,15,0,0,1386,1,0,4,2,0,2,1,40,0,1,1,0,1,1,0
0,0,24,0,0,1278,0,1,4,0,0,1,1,36,0,0,1,2,1,1,0
0,1,12,0,0,1107,0,0,2,0,0,2,1,20,0,1,1,2,2,1,0
0,1,21,0,1,3763,1,2,2,0,2,2,1,24,0,0,1,1,1,0,1
0,2,36,0,6,3711,1,0,2,2,0,2,0,27,0,0,1,0,1,0,0
0,0,15,2,3,3594,0,3,1,1,0,2,2,46,0,0,2,1,1,0,0
0,2,9,0,1,3195,1,0,1,1,0,2,1,33,0,0,1,1,1,0,0
0,0,36,2,0,4454,0,0,4,1,0,4,1,34,0,0,2,0,1,0,0
1,2,24,1,2,4736,0,3,2,1,0,4,0,25,1,0,1,1,1,0,0
0,2,30,0,0,2991,1,1,2,1,0,4,0,25,0,0,1,0,1,0,0
0,0,11,0,4,2142,4,1,1,3,0,2,1,28,0,0,1,0,1,1,0
1,1,24,3,4,3161,0,0,4,0,0,2,2,31,0,1,1,0,1,1,0
1,2,48,4,9,18424,0,0,1,1,0,2,2,32,1,0,1,2,1,1,1
0,0,10,0,3,2848,2,0,1,0,2,2,1,32,0,0,1,0,2,0,0
1,1,6,0,1,14896,0,1,1,0,0,4,3,68,1,0,1,2,1,1,0
1,1,24,0,2,2359,2,4,1,3,0,1,2,33,0,0,1,0,1,0,0
1,1,24,0,2,3345,0,1,4,0,0,2,2,39,0,1,1,2,1,1,0
0,0,18,1,2,1817,0,0,4,1,0,2,3,28,0,0,2,0,1,0,0
0,0,48,2,0,12749,3,2,4,0,0,1,0,37,0,0,1,2,1,1,0
1,1,9,0,0,1366,0,3,3,1,0,4,2,22,0,1,1,0,1,0,0
0,2,12,0,1,2002,0,2,3,0,0,4,2,30,0,1,1,0,2,1,0
1,1,24,3,2,6872,0,3,2,3,0,1,2,55,1,0,1,0,1,1,0
1,1,12,3,1,697,0,3,4,0,0,2,0,46,1,0,2,0,1,1,0
0,1,18,1,2,1049,0,3,4,1,0,4,2,21,0,1,1,0,1,0,0
1,1,48,0,3,10297,0,2,4,0,0,4,3,39,2,2,3,0,2,1,0
0,0,30,0,0,1867,1,1,4,0,0,4,0,58,0,0,1,0,1,1,0
0,1,12,2,1,1344,0,0,4,0,0,2,1,43,0,0,2,1,2,0,0
0,1,24,0,2,1747,0,3,4,0,2,1,2,24,0,0,1,1,1,0,1
1,2,9,0,0,1670,0,3,4,1,0,2,0,22,0,0,1,0,1,1,0
0,0,9,1,1,1224,0,0,3,0,0,1,1,30,0,0,2,0,1,0,0
0,0,12,1,0,522,3,1,4,0,0,4,2,42,0,0,2,0,2,1,0
0,1,12,0,0,1498,0,0,4,1,0,1,0,23,1,0,1,0,1,0,0
1,2,30,2,0,1919,2,3,4,0,0,3,3,30,2,0,2,2,1,0,0
1,3,9,0,0,745,0,0,3,1,0,2,1,28,0,0,1,1,1,0,0
0,2,6,0,0,2063,0,3,4,2,0,3,0,30,0,1,1,2,1,1,0
1,2,60,0,6,6288,0,0,4,0,0,4,3,42,0,2,1,0,1,0,0
0,0,24,1,3,6842,1,0,2,0,0,4,2,46,0,0,2,2,2,1,0
0,0,12,0,1,3527,1,3,2,0,0,3,2,45,0,0,1,2,2,1,0
0,0,10,0,1,1546,0,0,3,0,0,2,1,31,0,0,1,1,2,0,1
0,0,24,0,2,929,1,2,4,0,0,2,0,31,2,0,1,0,1,1,0
0,0,4,1,1,1455,0,2,2,0,0,1,1,42,0,0,3,1,2,0,0
0,1,15,0,2,1845,0,3,4,1,1,1,2,46,0,1,1,0,1,0,0
0,2,48,4,1,8358,3,3,1,1,0,1,0,30,0,0,2,0,1,0,0
1,1,24,3,2,3349,3,3,4,0,0,4,3,30,0,2,1,0,2,1,0
0,0,12,0,1,2859,1,4,4,0,0,4,3,38,0,0,1,2,1,1,0
1,0,18,0,2,1533,0,3,4,2,2,1,2,43,0,0,1,1,2,0,0
1,0,24,0,0,3621,2,1,2,0,0,4,0,31,0,0,2,0,1,0,0
0,2,18,1,4,3590,0,4,3,2,0,3,0,40,0,0,3,3,2,1,0
1,1,36,2,4,2145,0,2,2,0,0,1,0,24,0,0,2,0,1,1,0
1,2,24,0,3,4113,3,3,3,1,0,4,0,28,0,1,1,0,1,0,0
1,0,36,0,2,10974,0,4,4,1,0,2,0,26,0,0,2,2,1,1,0
0,1,12,0,1,1893,0,0,4,1,1,4,2,29,0,0,1,0,1,1,0
0,1,24,1,0,1231,4,1,4,1,0,4,2,57,0,1,2,2,1,1,0
0,3,30,1,0,3656,1,1,4,0,0,4,2,49,2,0,2,1,1,0,0
0,2,9,1,0,1154,0,1,2,0,0,4,1,37,0,0,3,1,1,0,0
1,1,28,0,1,4006,0,0,3,0,0,2,0,45,0,0,1,1,1,0,0
0,2,24,0,2,3069,2,1,4,0,0,4,3,30,0,2,1,0,1,0,0
0,0,6,1,0,1740,0,1,2,2,0,2,1,30,0,1,2,0,1,0,0
0,2,21,2,1,2353,0,0,1,3,0,4,2,47,0,0,2,0,1,0,0
0,0,15,0,1,3556,1,0,3,0,0,2,3,29,0,0,1,0,1,0,0
1,0,24,0,0,2397,3,1,3,0,0,2,0,35,1,0,2,0,1,1,0
0,2,6,0,7,454,0,3,3,2,0,1,2,22,0,0,1,1,1,0,0
0,2,30,0,0,1715,1,0,4,1,0,1,0,26,0,0,1,0,1,0,0
1,2,27,1,0,2520,3,0,4,0,0,2,2,23,0,0,2,1,1,0,0
0,0,15,0,0,3568,0,1,4,1,0,2,0,54,1,1,1,2,1,1,0
0,0,42,0,0,7166,1,2,2,2,0,4,2,29,0,1,1,0,1,1,0
0,1,11,1,1,3939,0,0,1,0,0,2,1,40,0,0,2,1,2,0,0
0,2,15,0,7,1514,2,0,4,0,1,2,1,22,0,0,1,0,1,0,0
0,0,24,0,1,7393,0,0,1,0,0,4,2,43,0,0,1,1,2,0,0
1,1,24,3,1,1193,0,4,1,1,2,4,3,29,0,1,2,3,1,0,0
1,1,60,0,4,7297,0,1,4,0,2,4,3,36,0,1,1,0,1,0,0
0,0,30,1,0,2831,0,0,4,1,0,2,0,33,0,0,1,0,1,1,0
0,3,24,0,0,1258,3,0,3,1,0,3,0,57,0,0,1,1,1,0,0
0,2,6,0,0,753,0,0,2,1,1,3,1,64,0,0,1,0,1,0,0
0,2,18,2,4,2427,1,1,4,0,0,2,2,42,0,0,2,0,1,0,0
1,0,24,2,1,2538,0,1,4,0,0,4,0,47,0,0,2,1,2,0,0
1,2,15,3,1,1264,2,0,2,2,0,2,2,25,0,1,1,0,1,0,0
1,2,30,1,2,8386,0,2,2,0,0,2,2,49,0,0,1,0,1,0,0
1,0,48,0,4,4844,0,4,3,0,0,2,0,33,1,1,1,2,1,1,0
0,3,21,0,1,2923,2,0,1,1,0,1,0,28,1,0,1,2,1,1,0
1,1,36,0,3,8229,0,0,2,0,0,2,2,26,0,0,1,0,2,0,0
0,0,24,1,2,2028,0,2,2,0,0,2,2,30,0,0,2,1,1,0,0
0,1,15,1,2,1433,0,0,4,1,0,3,2,25,0,1,2,0,1,0,0
0,3,42,4,4,6289,0,3,2,3,0,1,2,33,0,0,2,0,1,0,0
0,0,13,0,0,1409,2,4,2,1,0,4,1,64,0,0,1,0,1,0,0
0,1,24,0,3,6579,0,4,4,0,0,2,3,29,0,2,1,2,1,1,0
0,2,24,1,0,1743,0,1,4,0,0,2,2,48,0,0,2,1,1,0,0
0,0,12,1,6,3565,1,3,2,0,0,1,2,37,0,0,2,1,2,0,0
0,0,15,3,0,1569,2,1,4,0,0,4,0,34,1,0,1,1,2,0,0
0,1,18,0,0,1936,1,2,2,2,0,4,0,23,0,1,2,1,1,0,0
0,1,36,0,2,3959,0,4,4,0,0,3,2,30,0,0,1,2,1,1,0
0,0,12,0,1,2390,1,1,4,0,0,3,0,50,0,0,1,0,1,1,0
0,0,12,0,2,1736,0,2,3,1,0,4,1,31,0,0,1,1,1,0,0
0,1,30,0,3,3857,0,0,4,3,0,4,2,40,0,0,1,2,1,1,0
0,0,12,0,0,804,0,1,4,0,0,4,0,38,0,0,1,0,1,0,0
1,1,45,0,0,1845,0,0,4,0,0,4,3,23,0,2,1,0,1,1,0
0,2,45,1,3,4576,2,4,3,0,0,4,0,27,0,0,1,0,1,0,0
